NAME,RANK (2014),RANK (2013),CEO,WEBSITE,STREETADD,PLACE,ZIP,STATE,X,Y
TD Ameritrade Holding Corporation,772,780,Fredric J. Tomczyk,www.amtd.com,200 S. 108th Ave.,Omaha,68154,NE,-96.0834218,41.25942547
Vulcan Materials Company,773,797,Donald M. James,www.vulcanmaterials.com,1200 Urban Center Dr.,Birmingham,35242,AL,-86.70404613,33.48295381
"AmTrust Financial Services, Inc.",774,986,Barry D. Zyskind,www.amtrustgroup.com,59 Maiden Lane,New York,10038,NY,-74.00811564,40.7087375
Chemtura Corporation,775,710,Craig A. Rogerson,www.chemtura.com,1818 Market St.,Philadelphia,19103,PA,-75.17111277,39.95296634
"WPX Energy, Inc.",776,672,Richard E. Muncrief,www.wpxenergy.com,1 Williams Center,Tulsa,74172,OK,-95.99065611,36.15517357
Sentry Insurance Group,777,802,Peter G. McPartland,www.sentry.com,1800 N. Point Dr.,Stevens Point,54481,WI,-89.57289671,44.54460492
WABCO Holdings Inc.,778,816,Jacques Esculier,www.wabco-auto.com,1 Centennial Ave.,Piscataway,8854,NJ,-74.50306339,40.5404373
"Armstrong World Industries, Inc.",779,762,Matthew J. Espe,www.armstrong.com,2500 Columbia Ave.,Lancaster,17603,PA,-76.37332497,40.03733677
"Patterson-UTI Energy, Inc.",780,766,William A. Hendricks Jr.,www.patenergy.com,450 Gears Rd.,Houston,77067,TX,-95.42161334,29.9467296
Sigma-Aldrich Corporation,781,784,Rakesh Sachdev,www.sigma-aldrich.com,3050 Spruce St.,St. Louis,63103,MO,-90.22636151,38.62923336
"Weis Markets, Inc.",782,770,Jonathan H. Weis,www.weismarkets.com,1000 S. Second St.,Sunbury,17801,PA,-76.80074771,40.85079926
Teradata Corporation,783,776,Michael F. Koehler,www.teradata.com,10000 Innovation Dr.,Dayton,45342,OH,-84.2333948,39.60221075
Medical Mutual of Ohio,784,782,Richard A. Chiricosta,www.medmutual.com,2060 E. Ninth St.,Cleveland,44115,OH,-81.6862342,41.49921045
"Wolverine World Wide, Inc.",785,0,Blake W. Krueger,www.wolverineworldwide.co,9341 Cortland Dr. N.E.,Rockford,49351,MI,-85.54558876,43.13740729
"Landstar System, Inc.",786,750,Henry H. Gerkens,www.landstar.com,13410 Sutton Park Dr. S.,Jacksonville,32224,FL,-81.46283092,30.25506634
West Corporation,787,781,Thomas B. Barker,www.west.com,11808 Miracle Hills Dr.,Omaha,68154,NE,-96.09753436,41.26864231
"Sanderson Farms, Inc.",788,840,Joe F. Sanderson Jr.,www.sandersonfarms.com,127 Flynt Rd.,Laurel,39443,MS,-89.15714397,31.71721582
"Cinemark Holdings, Inc.",789,818,Timothy Warner,www.cinemark.com,3900 Dallas Pkwy.,Plano,75093,TX,-96.82763256,33.05126859
Newfield Exploration Company,790,798,Lee K. Boothby,www.newfield.com,4 Waterway Square Place,The Woodlands,77380,TX,-95.45628834,30.16027865
"Toll Brothers, Inc.",791,979,Douglas C. Yearley Jr.,www.tollbrothers.com,250 Gibraltar Rd.,Horsham,19044,PA,-75.13594171,40.17470178
Tupperware Brands Corporation,792,790,E. V. Goings,www.tupperwarebrands.com,14901 S. Orange Blossom Trail,Orlando,32837,FL,-81.40397394,28.34803313
"Ulta Salon, Cosmetics & Fragrance, Inc.",793,873,Mary N. Dillon,www.ulta.com,1000 Remington Blvd.,Bolingbrook,60440,IL,-88.10848362,41.68086236
"Hyster-Yale Materials Handling, Inc.",794,820,Alfred M. Rankin Jr.,www.hyster-yale.com,5875 Landerbrook Dr.,Cleveland,44124,OH,-81.46989205,41.50462627
"DST Systems, Inc.",795,795,Stephen C. Hooley,www.dstsystems.com,333 W. 11th St.,Kansas City,64105,MO,-94.58789593,39.10053109
Pall Corporation,796,728,Lawrence D. Kingsley,www.pall.com,25 Harbor Park Dr.,Port Washington,11050,NY,-73.6572105,40.81145579
"Cracker Barrel Old Country Store, Inc.",797,793,Sandra B. Cochran,www.crackerbarrel.com,305 Hartmann Dr.,Lebanon,37087,TN,-86.31865443,36.22725917
"Carter's, Inc.",798,841,Michael D. Casey,www.carters.com,3438 Peachtree Rd. N.E.,Atlanta,30326,GA,-84.36376638,33.85293357
"Analog Devices, Inc.",799,771,Vincent T. Roche,www.analog.com,1 Technology Way,Norwood,2062,MA,-71.18086628,42.21094261
"GNC Holdings, Inc.",800,830,Joseph M. Fortunato,www.gnc.com,300 Sixth Ave.,Pittsburgh,15222,PA,-79.99945015,40.44210648
Univision Communications Inc.,801,826,Randel A. Falco,www.univision.net,605 Third Ave.,New York,10158,NY,-73.97518043,40.74898171
Genesco Inc.,802,785,Robert J. Dennis,www.genesco.com,1415 Murfreesboro Rd.,Nashville,37217,TN,-86.66642973,36.10353694
"Schnitzer Steel Industries, Inc.",803,661,Tamara L. Lundgren,www.schnitzersteel.com,299 S.W. Clay St..,Portland,97201,OR,-122.6784513,45.512947
Albemarle Corporation,804,759,Luther C. Kissam IV,www.albemarle.com,451 Florida St.,Baton Rouge,70801,LA,-91.18609028,30.44936872
"Tetra Tech, Inc.",805,769,Dan L. Batrack,www.tetratech.com,3475 E. Foothill Blvd.,Pasadena,91107,CA,-118.0783441,34.15058951
"Legg Mason, Inc.",806,777,Joseph A. Sullivan,www.leggmason.com,100 International Dr.,Baltimore,21202,MD,-76.60160501,39.28259579
"Worthington Industries, Inc.",807,801,John P. McConnell,www.worthingtonindustries,200 Old Wilson Bridge Rd.,Columbus,43085,OH,-83.02154178,40.11067558
American Equity Investment Life Holding Co.,808,0,John M. Matovina,www.american-equity.com,6000 Westown Pkwy.,West Des Moines,50266,IA,-93.79213838,41.59395447
Moog Inc.,809,819,John R. Scannell,www.moog.com,Jamison Rd.,East Aurora,14052,NY,-78.59945331,42.80505211
Comerica Incorporated,810,772,Ralph W. Babb Jr.,www.comerica.com,1717 Main St.,Dallas,75201,TX,-96.7965626,32.78155494
SpartanNash,811,783,Dennis Eidson,www.spartanstores.com,850 76th St. S.W.,Grand Rapids,49518,MI,-85.64451838,42.8262199
Crane Co.,812,786,Max H. Mitchell,www.craneco.com,100 First Stamford Place,Stamford,6902,CT,-73.54742656,41.04539403
Covance Inc.,813,844,Joseph L. Herring,www.covance.com,210 Carnegie Center,Princeton,8540,NJ,-74.64756975,40.31837213
Kennametal Inc.,814,761,Carlos M. Cardoso,www.kennametal.com,1600 Technology Way,Latrobe,15650,PA,-79.39219135,40.27763728
"Chico's FAS, Inc.",815,792,David F. Dyer,www.chicosfas.com,11215 Metro Pkwy.,Fort Myers,33966,FL,-81.85003919,26.57927227
"Groupon, Inc.",816,851,Eric P. Lefkofsky,www.groupon.com,600 W. Chicago Ave.,Chicago,60654,IL,-87.64354598,41.89691773
"Guess?, Inc.",817,778,Paul Marciano,www.guess.com,1444 S. Alameda St.,Los Angeles,90021,CA,-118.2388513,34.02389701
Westinghouse Air Brake Technologies Corp,818,838,Albert J. Neupaver,www.wabtec.com,1001 Air Brake Ave.,Wilmerding,15148,PA,-79.80944922,40.39439006
Republic Airways Holdings Inc.,819,746,Bryan K. Bedford,www.rjet.com,8909 Purdue Rd.,Indianapolis,46268,IN,-86.21942506,39.91742902
"Popular, Inc.",820,875,Richard Carrion,www.popular.com,209 Munoz Rivera Ave.,Hato Rey,918,PR,-66.06023526,18.42944738
"General Growth Properties, Inc.",821,794,Sandeep Mathrani,www.ggp.com,110 N. Wacker Dr.,Chicago,60606,IL,-87.63734523,41.88375638
Amerco,822,810,Edward J. Shoen,www.amerco.com,1325 Airmotive Way,Reno,89502,NV,-119.779412,39.51157782
Service Corporation International,823,834,Thomas L. Ryan,www.sci-corp.com,1929 Allen Pkwy.,Houston,77019,TX,-95.38703507,29.76067542
Beam Suntory Inc.,824,822,Matthew J. Shattock,www.beamglobal.com,510 Lake Cook Rd.,Deerfield,60015,IL,-87.84004609,42.15290811
"IMS Health Holdings, Inc.",825,0,Ari Bousbib,www.imshealth.com,83 Wooster Heights Rd.,Danbury,6810,CT,-73.51107592,41.30334418
"Brown Shoe Company, Inc.",826,788,Diane M. Sullivan,www.brownshoe.com,8300 Maryland Ave.,St. Louis,63105,MO,-90.34689817,38.65228458
"HCC Insurance Holdings, Inc.",827,805,Christopher J.B. Williams,www.hcc.com,13403 Northwest Freeway,Houston,77040,TX,-95.50873208,29.849668
"Scripps Networks Interactive, Inc.",828,855,Kenneth W. Lowe,www.scrippsnetworksintera,9721 Sherrill Blvd.,Knoxville,37932,TN,-84.10862554,35.91524522
Regency Energy Partners LP,829,0,Michael J. Bradley,www.regencygasservices.co,2001 Bryan St.,Dallas,75201,TX,-96.79643669,32.7853346
"AptarGroup, Inc.",830,852,Stephen J. Hagge,www.aptar.com,475 W. Terra Cotta Ave.,Crystal Lake,60014,IL,-88.3393762,42.24799824
Denbury Resources Inc.,831,824,Phil Rykhoek,www.denbury.com,5320 Legacy Dr.,Plano,75024,TX,-96.80798002,33.07424777
Olin Corporation,832,884,Joseph D. Rupp,www.olin.com,190 Carondelet Plaza,Clayton,63105,MO,-90.33320545,38.64827089
Curtiss-Wright Corporation,833,914,David C. Adams,www.curtisswright.com,13925 Ballantyne Corporate Place,Charlotte,28277,NC,-80.85493801,35.05997916
Equity Residential,834,879,David J. Neithercut,www.equityresidential.com,2 N. Riverside Plaza,Chicago,60606,IL,-87.63904161,41.88272666
SunPower Corporation,835,833,Thomas H. Werner,www.sunpower.com,77 Rio Robles,San Jose,95134,CA,-121.9464574,37.40496587
"Benchmark Electronics, Inc.",836,821,Gayla J. Delly,www.bench.com,3000 Technology Dr.,Angleton,77515,TX,-95.43478874,29.20688962
Education Management Corporation,837,756,Edward H. West,www.edmc.com,210 Sixth Ave.,Pittsburgh,15222,PA,-79.99991136,40.44238147
"BGC Partners, Inc.",838,0,Howard W. Lutnick,"www.bgcpartners,com",499 Park Ave.,New York,10022,NY,-73.96959847,40.76253499
ITT Corporation,839,861,Denise L. Ramos,www.itt.com,1133 Westchester Ave.,White Plains,10604,NY,-73.7260982,41.01082496
ANN INC.,840,842,Katherine L. Krill,www.anninc.com,7 Times Sq.,New York,10036,NY,-73.98681532,40.75540124
"Hologic, Inc.",841,947,Stephen P. MacMillan,www.hologic.com,35 Crosby Dr.,Bedford,1730,MA,-71.2429863,42.51040125
Vectren Corporation,842,867,Carl L. Chapman,www.vectren.com,1 Vectren Sq.,Evansville,47708,IN,-87.57541936,37.97342535
The Wendy's Company,843,809,Emil J. Brolick,www.aboutwendys.com,1 Dave Thomas Blvd.,Dublin,43017,OH,-83.10316573,40.10102987
Tops Holding II Corporation,844,0,Frank Curci,www.topsmarkets.com,6363 Main St.,Williamsville,14221,NY,-78.7145806,42.96398852
"hhgregg, Inc.",845,811,Dennis L. May,www.hhgregg.com,4151 E. 96th St.,Indianapolis,46240,IN,-86.09651695,39.92558116
"The Men's Wearhouse, Inc.",846,813,Douglas S. Ewert,www.menswearhouse.com,6380 Rogerdale Rd.,Houston,77072,TX,-95.56303303,29.70870196
"Universal Forest Products, Inc.",847,932,Matthew J. Missad,www.ufpi.com,2801 E. Beltline N.E.,Grand Rapids,49525,MI,-85.59055127,43.01343565
Apria Healthcare Group Inc.,848,827,Daniel J. Starck,www.apria.com,26220 Enterprise Court,Lake Forest,92630,CA,-117.6720065,33.66371531
"WGL Holdings, Inc.",849,831,Terry D. McCallister,www.wglholdings.com,101 Constitution Ave. N.W.,Washington,20080,DC,-77.01290369,38.89286258
"Tempur Sealy International, Inc.",850,0,Mark A. Sarvary,www.tempursealy.com,1000 Tempur Way,Lexington,40511,KY,-84.4944596,38.0983635
Pinnacle Foods Inc.,851,815,Robert J. Gamgort,www.pinnaclefoods.com,399 Jefferson Rd.,Parsippany,7054,NJ,-74.41601034,40.85266476
"Applied Industrial Technologies, Inc.",852,843,Neil A. Schrimsher,www.applied.com,1 Applied Plaza,Cleveland,44115,OH,-81.68551316,41.49872996
Universal Corporation,853,825,George C. Freeman III,www.universalcorp.com,9201 Forest Hill Ave.,Richmond,23235,VA,-77.56514508,37.53985353
"MSC Industrial Direct Co., Inc.",854,846,Erik Gershwind,www.mscdirect.com,75 Maxess Rd.,Melville,11747,NY,-73.41108732,40.77712436
Great Plains Energy Incorporated,855,854,Terry D. Bassham,www.greatplainsenergy.com,1200 Main St.,Kansas City,64105,MO,-94.58364918,39.09966814
"Maxim Integrated Products, Inc.",856,835,-,www.maximintegrated.com,160 Rio Robles,San Jose,95134,CA,-121.9494147,37.40569045
"Sprouts Farmers Market, Inc.",857,0,J. Douglas Sanders,www.sprouts.com,11811 N. Tatum Blvd.,Phoenix,85028,AZ,-111.9793446,33.59492642
"Donaldson Company, Inc.",858,812,William M. Cook,www.donaldson.com,1400 W. 94th St.,Minneapolis,55431,MN,-93.29867969,44.83495004
"Broadridge Financial Solutions, Inc.",859,857,Richard J. Daly,www.broadridge.com,1981 Marcus Ave.,Lake Success,11042,NY,-73.6917155,40.75711351
"J. Crew Group, Inc.",860,870,Millard Drexler,www.jcrew.com,770 Broadway,New York,10003,NY,-73.99132047,40.73077158
Kemper Corporation,861,817,Donald G. Southwell,www.kemper.com,1 E. Wacker Dr.,Chicago,60601,IL,-87.62754833,41.88661988
"Sears Hometown and Outlet Stores, Inc.",862,0,W. Bruce Johnson,www.shos.com,5500 Trillium Blvd.,Hoffman Estates,60192,IL,-88.2201843,42.07371346
Momentive Performance Materials Inc.,863,845,Craig O. Morrison,www.momentive.com,260 Hudson River Rd.,Waterford,12188,NY,-73.66519727,42.81627177
Panera Bread Company,864,907,Ronald M. Shaich,www.panerabread.com,3630 S. Geyer Rd.,St. Louis,63127,MO,-90.41434281,38.55299795
Triple-S Management Corporation,865,832,-,www.triplesmanagement.com,1441 F.D. Roosevelt Ave.,San Juan,920,PR,-66.09906431,18.40181801
Mettler-Toledo International Inc.,866,849,Olivier A. Filliol,www.mt.com,1900 Polaris Pkwy.,Columbus,43240,OH,-82.96898169,40.14383033
Global Payments Inc.,867,876,Jeffrey S. Sloan,www.globalpaymentsinc.com,10 Glenlake Pkwy.,Atlanta,30328,GA,-84.36203393,33.93559756
"Vishay Intertechnology, Inc.",868,868,Gerald Paul,www.vishay.com,63 Lancaster Ave.,Malvern,19355,PA,-75.52738149,40.04487361
"Westar Energy, Inc.",869,860,Mark A. Ruelle,www.westarenergy.com,818 S. Kansas Ave.,Topeka,66612,KS,-95.67433877,39.04799673
LSI Corporation,870,808,Abhijit Y. Talwalkar,www.lsi.com,1320 Ridder Park Dr.,San Jose,95131,CA,-121.9008382,37.38619782
Kansas City Southern,871,865,David L. Starling,www.kcsouthern.com,427 W. 12th St.,Kansas City,64105,MO,-94.58959776,39.0995139
DSW Inc.,872,862,Michael R. MacDonald,www.dswinc.com,810 DSW Dr.,Columbus,43219,OH,-82.8983673,39.98807369
"MWI Veterinary Supply, Inc.",873,922,James F. Cleary Jr.,www.mwivet.com,3041 W. Pasadena Dr.,Boise,83705,ID,-116.2200801,43.57519926
International Game Technology,874,899,Patti S. Hart,www.igt.com,6355 S. Buffalo Dr.,Las Vegas,89113,NV,-115.2610147,36.07356301
Teledyne Technologies Incorporated,875,908,Robert Mehrabian,www.teledyne.com,1049 Camino Dos Rios,Thousand Oaks,91360,CA,-118.9054543,34.19748623
"Old Dominion Freight Line, Inc.",876,913,David S. Congdon,www.odfl.com,500 Old Dominion Way,Thomasville,27360,NC,-80.05956456,35.90804966
"Under Armour, Inc.",877,992,Kevin A. Plank,www.underarmour.com,1020 Hull St.,Baltimore,21230,MD,-76.59109208,39.27524692
"Linn Energy, LLC",878,0,Mark E. Ellis,www.linnenergy.com,600 Travis St.,Houston,77002,TX,-95.36388672,29.76056071
"Paychex, Inc.",879,869,Martin Mucci,www.paychex.com,911 Panorama Trail S.,Rochester,14625,NY,-77.4934129,43.12534869
Taylor Morrison Home Corporation,880,0,Sheryl D. Palmer,www.taylormorrison.com,4900 N. Scottsdale Rd.,Scottsdale,85251,AZ,-111.92858,33.50841208
Concho Resources Inc.,881,961,Timothy A. Leach,www.concho.com,600 W. Illinois Ave.,Midland,79701,TX,-102.0805825,31.9994977
AOL Inc.,882,880,Timothy M. Armstrong,www.corp.aol.com,770 Broadway,New York,10003,NY,-73.99132116,40.73077375
Equifax Inc.,883,895,Richard F. Smith,www.equifax.com,1550 Peachtree St. N.W.,Atlanta,30309,GA,-84.38850126,33.79645256
Outerwall Inc.,884,877,J. Scott DiValerio,www.outerwall.com,1800 114th Ave. S.E.,Bellevue,98004,WA,-122.1897729,47.59603834
ManTech International Corporation,885,791,George J. Pedersen,www.mantech.com,12015 Lee Jackson Hwy.,Fairfax,22033,VA,-77.35969131,38.86636917
"Springleaf Holdings, Inc.",886,0,Jay N. Levine,www.springleaf.com,601 N.W. Second St.,Evansville,47708,IN,-87.57878224,37.9759877
Cytec Industries Inc.,887,677,Shane D. Fleming,www.cytec.com,5 Garret Mountain Plaza,Woodland Park,7424,NJ,-74.18925539,40.9016545
"PriceSmart, Inc.",888,933,Jose Luis Laparte,www.pricesmart.com,9740 Scranton Rd.,San Diego,92121,CA,-117.203151,32.89712934
ArcBest Corporation,889,927,Judy R. McReynolds,www.arkbest.com,3801 Old Greenwood Rd.,Fort Smith,72903,AR,-94.39251242,35.34607617
"TreeHouse Foods, Inc.",890,885,Sam K. Reed,www.treehousefoods.com,2021 Spring Rd.,Oak Brook,60523,IL,-87.9474513,41.84945341
SM Energy Company,891,0,Anthony J. Best,www.sm-energy.com,1775 Sherman St.,Denver,80203,CO,-104.9851717,39.7445382
Trimble Navigation Limited,892,935,Steven W. Berglund,www.trimble.com,935 Stewart Dr.,Sunnyvale,94085,CA,-122.0054996,37.3849852
"Nortek, Inc.",893,878,Michael J. Clarke,www.nortekinc.com,50 Kennedy Plaza,Providence,2903,RI,-71.41112402,41.82470019
NewMarket Corporation,894,871,Thomas E. Gottwald,www.newmarket.com,330 S. Fourth St.,Richmond,23219,VA,-77.44346002,37.53809743
Zions Bancorporation,895,823,Harris H. Simmons,www.zionsbancorporation.c,1 S. Main St.,Salt Lake City,84133,UT,-111.8904182,40.76906015
EnerSys,896,858,John D. Craig,www.enersysinc.com,2366 Bernville Rd.,Reading,19605,PA,-75.96495785,40.36998239
"Autodesk, Inc.",897,853,Carl Bass,www.autodesk.com,111 McInnis Pkwy.,San Rafael,94903,CA,-122.5306723,38.00542146
HealthSouth Corporation,898,892,Jay Grinney,www.healthsouth.com,3660 Grandview Pkwy.,Birmingham,35243,AL,-86.7234724,33.43271467
Carpenter Technology Corporation,899,941,William A. Wulfsohn,www.cartech.com,2 Meridian Blvd.,Wyomissing,19610,PA,-75.98332666,40.35429163
Granite Construction Incorporated,900,921,James H. Roberts,www.graniteconstruction.c,585 W. Beach St.,Watsonville,95076,CA,-121.766138,36.90515893
"Intuitive Surgical, Inc",901,886,Gary S. Guthart,www.intuitivesurgical.com,1020 Kifer Rd.,Sunnyvale,94086,CA,-122.0039654,37.37294329
"Insperity, Inc.",902,897,Paul J. Sarvadi,www.insperity.com,19001 Crescent Springs Dr.,Kingwood,77339,TX,-95.24995093,30.04973416
Monster Beverage Corporation,903,930,Rodney C. Sacks,www.monsterbevcorp.com,1 Monster Way,Corona,92879,CA,-117.5378414,33.88138355
"Alliance One International, Inc.",904,898,J. Pieter Sikkel,www.aointl.com,8001 Aerial Center Pkwy.,Morrisville,27560,NC,-78.81264739,35.85641247
Kirby Corporation,905,912,David Grzebinski,www.kirbycorp.com,55 Waugh Dr.,Houston,77007,TX,-95.39752476,29.76743939
"Beacon Roofing Supply, Inc.",906,934,Paul M. Isabella,www.beaconroofingsupply.c,505 Huntmar Park Dr.,Herndon,20170,VA,-77.38152672,38.96365382
"Aaron's, Inc.",907,872,Ronald W. Allen,www.aarons.com,309 E. Paces Ferry Rd. N.E.,Atlanta,30305,GA,-84.37763128,33.83870449
Plexus Corp.,908,856,Dean A. Foate,www.plexus.com,1 Plexus Way,Neenah,54956,WI,-88.4639089,44.18833027
Titan Machinery Inc.,909,943,David J. Meyer,www.titanmachinery.com,644 E. Beaton Dr.,West Fargo,58078,ND,-96.8923519,46.84844713
Mutual of America Life Insurance Company,910,905,Thomas J. Moran,www.mutualofamerica.com,320 Park Ave.,New York,10022,NY,-73.97417503,40.75753861
"Brocade Communications Systems, Inc.",911,866,Lloyd A. Carney,www.brocade.com,130 Holger Way,San Jose,95134,CA,-121.952362,37.41863078
"PC Connection, Inc.",912,896,Timothy McGrath,www.pcconnection.com,730 Milford Rd.,Merrimack,3054,NH,-71.54885067,42.80306524
"Express, Inc.",913,901,Michael A. Weiss,www.express.com,1 Express Dr.,Columbus,43230,OH,-82.89958913,40.05328934
"Alliance Holdings GP, L.P.",914,940,Joseph W. Craft III,www.ahgp.com,1717 S. Boulder Ave.,Tulsa,74119,OK,-95.98812121,36.13738524
"BMC Software, Inc.",915,890,Robert E. Beauchamp,www.bmc.com,2101 CityWest Blvd.,Houston,77042,TX,-95.56098627,29.74489033
EQT Corporation,916,0,David L. Porges,www.eqt.com,625 Liberty Ave.,Pittsburgh,15222,PA,-80.00085102,40.44253381
"Affiliated Managers Group, Inc.",917,0,Sean M. Healey,www.amg.com,600 Hale St.,Prides Crossing,1965,MA,-70.82595915,42.56298847
"KAR Auction Services, Inc.",918,953,James P. Hallett,www.karauctionservices.co,13085 Hamilton Crossing Blvd.,Carmel,46032,IN,-86.16098381,39.97653772
"Xilinx, Inc.",919,864,Moshe N. Gavrielov,www.xilinx.com,2100 Logic Dr.,San Jose,95124,CA,-121.9340861,37.25275308
"PerkinElmer, Inc.",920,911,Robert F. Friel,www.perkinelmer.com,940 Winter St.,Waltham,2451,MA,-71.27483214,42.40336797
"Titan International, Inc.",921,997,Maurice M. Taylor Jr.,www.titan-intl.com,2701 Spruce St.,Quincy,62301,IL,-91.3716122,39.94743394
"A. Schulman, Inc.",922,915,Joseph M. Gingo,www.aschulman.com,3637 Ridgewood Rd.,Fairlawn,44333,OH,-81.64430599,41.11020661
"Martin Marietta Materials, Inc.",923,936,C. Howard Nye,www.martinmarietta.com,2710 Wycliff Rd.,Raleigh,27607,NC,-78.69088749,35.82004767
"Mueller Industries, Inc.",924,881,Gregory L. Christopher,www.muellerindustries.com,8285 Tournament Dr.,Memphis,38125,TN,-89.78608468,35.05593942
Universal American Corp.,925,888,Richard A. Barasch,www.universalamerican.com,44 S. Broadway,White Plains,10601,NY,-73.76179019,41.03100778
"Hawaiian Holdings, Inc.",926,954,Mark B. Dunkerley,www.hawaiianairlines.com,3375 Koapaka St.,Honolulu,96819,HI,-157.9173359,21.33456121
"Boston Properties, Inc.",927,980,Owen D. Thomas,www.bostonproperties.com,800 Boylston St.,Boston,2199,MA,-71.08262162,42.34846083
"MEDNAX, Inc.",928,998,Roger J. Medel,www.mednax.com,1301 Concord Terrace,Sunrise,33323,FL,-80.34213628,26.13385285
A.O. Smith Corporation,929,962,Ajita G. Rajendra,www.aosmith.com,11270 W. Park Pl.,Milwaukee,53224,WI,-88.05538079,43.15433319
"Equinix, Inc.",930,966,Stephen M. Smith,www.equinix.com,1 Lagoon Dr.,Redwood City,94065,CA,-122.2611794,37.52719567
BlueLinx Holdings Inc.,931,974,Mitchell B. Lewis,www.bluelinxco.com,4300 Wildwood Pkwy.,Atlanta,30339,GA,-84.46426225,33.91400135
"Stericycle, Inc.",932,972,Charles A. Alutto,www.stericycle.com,28161 N. Keith Dr.,Lake Forest,60045,IL,-87.90316354,42.27096065
"The Ryland Group, Inc.",933,0,Larry T. Nicholson,www.ryland.com,3011 Townsgate Rd.,Westlake Village,91361,CA,-118.8212396,34.15235332
Symetra Financial Corporation,934,917,Thomas M. Marra,www.symetra.com,777 108th Ave. N.E.,Bellevue,98004,WA,-122.1968667,47.61690285
Knights of Columbus,935,909,Carl A. Anderson,www.kofc.org,1 Columbus Plaza,New Haven,6510,CT,-72.92753939,41.30274773
AAR Corp.,936,929,David P. Storch,www.aarcorp.com,1100 N. Wood Dale Rd.,Wood Dale,60191,IL,-87.98114154,41.98742924
"Heartland Payment Systems, Inc.",937,942,Robert O. Carr,www.heartlandpaymentsyste,90 Nassau St.,Princeton,8542,NJ,-74.66004283,40.34991893
Regis Corporation,938,859,Daniel J. Hanrahan,www.regiscorp.com,7201 Metro Blvd.,Edina,55439,MN,-93.3529758,44.87153721
"Bio-Rad Laboratories, Inc.",939,925,Norman Schwartz,www.bio-rad.com,1000 Alfred Nobel Dr.,Hercules,94547,CA,-122.2798227,38.02305956
"Total System Services, Inc.",940,982,Philip W. Tomlinson,www.tsys.com,1 TSYS Way,Columbus,31901,GA,-84.99239856,32.47499134
"HCP, Inc.",941,971,Lauralee E. Martin,www.hcpi.com,3760 Kilroy Airport Way,Long Beach,90806,CA,-118.1462877,33.80818451
"Vantiv, Inc.",942,987,Charles D. Drucker,www.vantiv.com,8500 Governor's Hill Dr.,Symmes Township,45249,OH,-84.32098376,39.28630805
"Regeneron Pharmaceuticals, Inc.",943,0,Leonard S. Schleifer,www.regeneron.com,777 Old Saw Mill River Rd.,Tarrytown,10591,NY,-73.8234299,41.07861467
"Tower International, Inc.",944,837,Mark M. Malcolm,www.towerinternational.co,17672 Laurel Park Dr. N.,Livonia,48152,MI,-83.4194996,42.41419615
"The Pep Boys - Manny, Moe & Jack",945,928,Michael R. Odell,www.pepboys.com,3111 W. Allegheny Ave.,Philadelphia,19132,PA,-75.18037813,40.00542202
Louisiana-Pacific Corporation,946,0,Curtis M. Stevens,www.lpcorp.com,414 Union St.,Nashville,37219,TN,-86.78080364,36.16494388
"Willbros Group, Inc.",947,902,Robert R. Harl,www.willbros.com,4400 Post Oak Pkwy.,Houston,77027,TX,-95.45182332,29.74776549
KB Home,948,0,Jeffrey T. Mezger,www.kbhome.com,10990 Wilshire Blvd.,Los Angeles,90024,CA,-118.4470324,34.05741931
"Volt Information Sciences, Inc.",949,0,Ronald Kochman,www.volt.com,1065 Ave. of the Americas,New York,10018,NY,-73.9852964,40.75399575
"Aeropostale, Inc.",950,839,Thomas P. Johnson,www.aeropostale.com,112 W. 34th St.,New York,10120,NY,-73.98869026,40.74997392
"Acuity Brands, Inc.",951,964,Vernon J. Nagel,www.acuitybrands.com,1170 Peachtree St. N.E.,Atlanta,30309,GA,-84.3837786,33.78632127
Ciena Corporation,952,993,Gary B. Smith,www.ciena.com,7035 Ridge Rd.,Hanover,21076,MD,-76.6999589,39.19215252
Pool Corporation,953,959,Manuel J. Perez de la Mesa,www.poolcorp.com,109 Northpark Blvd.,Covington,70433,LA,-90.08745794,30.441811
Belden Inc.,954,963,John S. Stroup,www.belden.com,1 N. Brentwood Blvd.,St. Louis,63105,MO,-90.34192836,38.65086216
Ocwen Financial Corporation,955,0,Ronald M. Faris,www.ocwen.com,2002 Summit Blvd.,Atlanta,30319,GA,-84.34209994,33.91458166
HNI Corporation,956,946,Stanley A. Askren,www.hnicorp.com,408 E. Second St.,Muscatine,52761,IA,-91.04173788,41.42315227
H.B. Fuller Company,957,955,James J. Owens,www.hbfuller.com,1200 Willow Lake Blvd.,St. Paul,55110,MN,-93.05162519,45.04543309
Convergys Corporation,958,906,Andrea J. Ayers,www.convergys.com,201 E. Fourth St.,Cincinnati,45202,OH,-84.50890102,39.10022782
Edwards Lifesciences Corporation,959,976,Michael A. Mussallem,www.edwards.com,1 Edwards Way,Irvine,92614,CA,-117.8521497,33.69820681
Party City Holdings Inc.,960,0,James M. Harrison,www.partycity.com,80 Grasslands Rd.,Elmsford,10523,NY,-73.81643267,41.07533862
The Toro Company,961,956,Michael J. Hoffman,www.thetorocompany.com,8111 Lyndale Ave. S.,Bloomington,55420,MN,-93.28604658,44.85653899
Stifel Financial Corp.,962,0,Ronald J. Kruszewski,www.stifel.com,501 N. Broadway,St. Louis,63102,MO,-90.18886464,38.62967737
